source,ccn,providerName,legalBusinessName,ownershipType,address,city,state,zipCode,telephone,averageResidentsPerDay,nurseHoursPerResidentDay,estimatedNursingFte,facilitiesInChain,chainName,targetScore,sizeRationale,nextStep
CMS nursing home provider info,205082,PINNACLE HEALTH & REHAB AT SANFORD,PINNACLE GROUP OF HUDSON VALLEY II LLC,For profit - Corporation,1142 MAIN ST,SANFORD,ME,04073,2073242273,64.2,3.979,31.9,0,,97,64.2 residents × 3.979 nursing hours/resident/day ÷ 8h = 31.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,215211,FRIENDS NURSING HOME,FRIENDS HOUSE RETIREMENT COMMUNITY INC,Non profit - Church related,17340 QUAKER LANE,SANDY SPRING,MD,20860,3019247531,64.9,3.943,32.0,0,,97,64.9 residents × 3.943 nursing hours/resident/day ÷ 8h = 32.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,215265,COPPER RIDGE NURSING AND ASSISTED LIVING CENTER,CARROLL MD OPCO LLC,For profit - Limited Liability company,710 OBRECHT ROAD,SYKESVILLE,MD,21784,4107958808,62.1,4.024,31.2,0,,97,62.1 residents × 4.024 nursing hours/resident/day ÷ 8h = 31.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,225539,CHICOPEE REHABILITATION AND NURSING,CHICOPEE REHABILITATION AND NURSING CENTER LLC,For profit - Limited Liability company,44 NEW LOMBARD ROAD,CHICOPEE,MA,01020,4135927738,63.5,3.552,28.2,0,,97,63.5 residents × 3.552 nursing hours/resident/day ÷ 8h = 28.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,235182,Lynwood Manor Healthcare Center,"CRG LYNWOOD, LLC",For profit - Individual,730 Kimole Lane,Adrian,MI,49221,5172636771,66.3,3.360,27.8,0,,97,66.3 residents × 3.360 nursing hours/resident/day ÷ 8h = 27.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,255233,AZALEA GARDENS NURSING CENTER,"AZALEA GARDENS NURSING CENTER, LLC",For profit - Individual,530 HALL ST,WIGGINS,MS,39577,6019285281,60.2,3.813,28.7,0,,97,60.2 residents × 3.813 nursing hours/resident/day ÷ 8h = 28.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,265110,MOORE FEW CARE CENTER,NEVADA CITY NURSING HOME,Government - City,901 SOUTH  ADAMS,NEVADA,MO,64772,4174483841,60.5,3.831,29.0,0,,97,60.5 residents × 3.831 nursing hours/resident/day ÷ 8h = 29.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,265159,"MARY, QUEEN AND MOTHER CENTER",MARY QUEEN AND MOTHER ASSOCIATION,Non profit - Church related,7601 WATSON ROAD,SHREWSBURY,MO,63119,3149618000,72.8,3.314,30.2,0,,97,72.8 residents × 3.314 nursing hours/resident/day ÷ 8h = 30.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,265198,TWIN PINES ADULT CARE CENTER,ADAIR COUNTY NURSING HOME DISTRICT,Non profit - Other,1900 S JAMISON,KIRKSVILLE,MO,63501,6606652887,71.2,3.420,30.4,0,,97,71.2 residents × 3.420 nursing hours/resident/day ÷ 8h = 30.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,265237,MAPLE LAWN NURSING HOME,MARION CO. NURSING HOME DISTRICT,Government - County,1410 WEST LINE STREET,PALMYRA,MO,63461,5737692213,63.2,4.061,32.1,0,,97,63.2 residents × 4.061 nursing hours/resident/day ÷ 8h = 32.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,265285,JEFFERSON CITY MANOR CARE CENTER,JEFFERSON CITY MANOR INC,For profit - Corporation,1720 VIETH DR,JEFFERSON CITY,MO,65109,5736356193,68.7,3.616,31.1,0,,97,68.7 residents × 3.616 nursing hours/resident/day ÷ 8h = 31.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,265335,WILLOW CARE NURSING HOME,WILLOW HEALTH CARE INC,Non profit - Corporation,2646 STATE ROUTE 76,WILLOW SPRINGS,MO,65793,4174693152,68.4,3.671,31.4,0,,97,68.4 residents × 3.671 nursing hours/resident/day ÷ 8h = 31.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,275012,BENEFIS SENIOR SERVICES - EASTVIEW,BENEFIS HOSPITALS INC,Non profit - Corporation,2621 15TH AVE S,GREAT FALLS,MT,59405,4064555903,59.9,4.150,31.1,0,,97,59.9 residents × 4.150 nursing hours/resident/day ÷ 8h = 31.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,285232,Milford Meadows Care Center,Legal Business Name Not Available,For profit - Corporation,610 224th Street,Milford,NE,68405,4027613230,69.2,3.338,28.9,0,,97,69.2 residents × 3.338 nursing hours/resident/day ÷ 8h = 28.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,315262,Harrogate Village,HARROGATE INCORPORATED,Non profit - Corporation,400 LOCUST STREET,LAKEWOOD,NJ,08701,7329057070,58.6,3.993,29.2,0,,97,58.6 residents × 3.993 nursing hours/resident/day ÷ 8h = 29.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,315354,SUNNYSIDE MANOR,SUNNYSIDE MANOR INC,For profit - Corporation,2500 RIDGEWOOD ROAD,WALL,NJ,07719,7325289311,57.6,4.119,29.7,0,,97,57.6 residents × 4.119 nursing hours/resident/day ÷ 8h = 29.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,315414,ASTER CREEK NURSING AND REHABILITATION CENTER,WARDELL GARDENS REHAB CENTER LLC,For profit - Limited Liability company,524 WARDELL ROAD,TINTON FALLS,NJ,07753,7329229330,70.7,3.292,29.1,0,,97,70.7 residents × 3.292 nursing hours/resident/day ÷ 8h = 29.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,335155,WINDSOR PARK REHAB & NURSING CENTER,"WINDSOR PARK NURSING HOME, INC.",For profit - Corporation,212 40 HILLSIDE AVENUE,QUEENS VILLAGE,NY,11427,7184680800,61.5,4.042,31.1,0,,97,61.5 residents × 4.042 nursing hours/resident/day ÷ 8h = 31.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,335344,CHASEHEALTH REHAB AND RESIDENTIAL CARE,CHASE MEMORIAL NURSING HOME CO INC,Non profit - Corporation,ONE TERRACE HEIGHTS,NEW BERLIN,NY,13411,6078477000,68.9,3.332,28.7,0,,97,68.9 residents × 3.332 nursing hours/resident/day ÷ 8h = 28.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,335467,Crest Manor Living and Rehabilitation Center,CREST OPCO LLC,For profit - Limited Liability company,6745 Pittsford-Palmyra Road,Fairport,NY,14450,5852233633,71.7,3.436,30.8,0,,97,71.7 residents × 3.436 nursing hours/resident/day ÷ 8h = 30.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,335598,CLINTON COUNTY NURSING HOME,CLINTON COUNTY,Government - County,16 FLYNN AVENUE,PLATTSBURGH,NY,12901,5185630950,70.8,3.303,29.2,0,,97,70.8 residents × 3.303 nursing hours/resident/day ÷ 8h = 29.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,345267,Bladen East Health and Rehab,BLADEN EAST HEALTH AND REHAB LLC,For profit - Limited Liability company,804 S Poplar Street,Elizabethtown,NC,28337,9108628100,62.4,3.608,28.1,0,,97,62.4 residents × 3.608 nursing hours/resident/day ÷ 8h = 28.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,345412,Brantwood Nh & Retirement Center,GRANVILLE HEALTH SYSTEM,Non profit - Corporation,1038 College Street,Oxford,NC,27565,9196903334,64.3,3.426,27.5,0,,97,64.3 residents × 3.426 nursing hours/resident/day ÷ 8h = 27.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,365428,SANCTUARY WADSWORTH,SANCTUARY WADSWORTH LLC,For profit - Corporation,365 JOHNSON RD,WADSWORTH,OH,44281,3303351558,67.3,3.791,31.9,0,,97,67.3 residents × 3.791 nursing hours/resident/day ÷ 8h = 31.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,365545,BRIARFIELD AT ASHLEY CIRCLE,"ASHLEY ENTERPRISES, LLC",For profit - Corporation,5291 ASHLEY CIRCLE,YOUNGSTOWN,OH,44515,3307933010,61.6,3.695,28.5,0,,97,61.6 residents × 3.695 nursing hours/resident/day ÷ 8h = 28.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,366178,WIDOWS HOME OF DAYTON,FINDLAY NURSING,For profit - Limited Liability company,50 SOUTH FINDLAY STREET,DAYTON,OH,45403,9372521661,63.8,4.059,32.4,0,,97,63.8 residents × 4.059 nursing hours/resident/day ÷ 8h = 32.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,366308,ALGART HEALTH CARE,"ALGART HEALTH CARE, INC",For profit - Corporation,8902 DETROIT AVE,CLEVELAND,OH,44102,2166311550,63.8,3.552,28.3,0,,97,63.8 residents × 3.552 nursing hours/resident/day ÷ 8h = 28.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,375233,CEDARCREST CARE CENTER,"SENIOR CITIZENS NURSING CENTER, INC.",For profit - Partnership,1306 EAST COLLEGE,BROKEN ARROW,OK,74012,9182513200,57.8,4.198,30.3,0,,97,57.8 residents × 4.198 nursing hours/resident/day ÷ 8h = 30.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,375432,SHAWNEE COLONIAL ESTATES NURSING HOME,N & R SHAWNEE LLC,For profit - Corporation,535 WEST FEDERAL STREET,SHAWNEE,OK,74801,4052737661,59.7,3.915,29.2,0,,97,59.7 residents × 3.915 nursing hours/resident/day ÷ 8h = 29.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,395498,WESLEY ENHANCED LIVING MAIN LINE REHAB AND SKD NSG,MARTINS RUN,Non profit - Corporation,100 HALCYON DRIVE,MEDIA,PA,19063,6103537660,56.8,4.227,30.0,0,,97,56.8 residents × 4.227 nursing hours/resident/day ÷ 8h = 30.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,445291,ERWIN HEALTH CARE CENTER,Legal Business Name Not Available,For profit - Individual,100 STALLING LANE,ERWIN,TN,37650,4237434131,71.8,3.400,30.5,0,,97,71.8 residents × 3.400 nursing hours/resident/day ÷ 8h = 30.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,455724,Arbor View Nursing & Rehabilitation,GUADALUPE COUNTY HOSPITAL BOARD,For profit - Limited Liability company,1213 WATER ST,KERRVILLE,TX,78028,8308962411,68.0,3.393,28.8,0,,97,68.0 residents × 3.393 nursing hours/resident/day ÷ 8h = 28.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,49E075,SKYLINE TERRACE CONV HOME,Legal Business Name Not Available,For profit - Corporation,123 LAKEVIEW ROAD,WOODSTOCK,VA,22664,5404593738,65.2,3.977,32.4,0,,97,65.2 residents × 3.977 nursing hours/resident/day ÷ 8h = 32.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,525476,Luther Home,"AMERICAN LUTHERAN CHURCH-NORTHLAND LUTHERN SERVICES FOR THE ELDERLY, I",Non profit - Corporation,831 Pine Beach Rd,Marinette,WI,54143,7157320155,59.4,4.132,30.7,0,,97,59.4 residents × 4.132 nursing hours/resident/day ÷ 8h = 30.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,525554,Bethel Home,"BETHEL HOME, INC.",Non profit - Corporation,225 N Eagle St,Oshkosh,WI,54902,9202354653,61.7,4.119,31.8,0,,97,61.7 residents × 4.119 nursing hours/resident/day ÷ 8h = 31.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,675447,THE HIGHLANDS GUEST CARE CENTER,NOCONA HOSPITAL DISTRICT,For profit - Limited Liability company,9009 FOREST LN,DALLAS,TX,75243,9727831771,72.0,3.320,29.9,0,,97,72.0 residents × 3.320 nursing hours/resident/day ÷ 8h = 29.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,675697,THE ARMY RESIDENCE COMMUNITY HEALTH CARE CENTER,ARMY RETIREMENT RESIDENCE FOUNDATION SAN ANTONIO,Non profit - Corporation,7400 CRESTWAY DR,SAN ANTONIO,TX,78239,2106465200,57.7,4.186,30.2,0,,97,57.7 residents × 4.186 nursing hours/resident/day ÷ 8h = 30.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,675755,Capstone Healthcare of Daingerfield,FANNIN COUNTY HOSPITAL AUTHORITY,For profit - Corporation,507 E W M Watson Blvd,Daingerfield,TX,75638,9036453915,64.8,3.949,32.0,0,,97,64.8 residents × 3.949 nursing hours/resident/day ÷ 8h = 32.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,676183,HUNTINGTON HEALTH CARE & REHABILITATION CENTER,"HUNTINGTON HEALTH CARE & REHABILITATION CENTER, LTD.",For profit - Partnership,220 E ASH STREET,HUNTINGTON,TX,75949,9368762273,66.7,3.389,28.3,0,,97,66.7 residents × 3.389 nursing hours/resident/day ÷ 8h = 28.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,035134,RIM COUNTRY HEALTH & RETIREMENT COMMUNITY,"RIM COUNTRY REHAB, INC",For profit - Corporation,807 WEST LONGHORN ROAD,PAYSON,AZ,85541,9284741120,68.1,3.805,32.4,0,,96,68.1 residents × 3.805 nursing hours/resident/day ÷ 8h = 32.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,055036,Maple Healthcare Center,"MAPLE HEALTHCARE CENTER, LLC",For profit - Limited Liability company,2625 MAPLE AVE.,LOS ANGELES,CA,90011,2137476371,57.1,4.095,29.2,0,,96,57.1 residents × 4.095 nursing hours/resident/day ÷ 8h = 29.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,055401,MEADOWBROOK POST ACUTE,MEADOWBROOK POST ACUTE LLC,For profit - Limited Liability company,461 E. JOHNSTON AVENUE,HEMET,CA,92543,9516586374,55.1,4.395,30.3,0,,96,55.1 residents × 4.395 nursing hours/resident/day ÷ 8h = 30.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,065386,COLORADO STATE VETERANS NURSING HOME - RIFLE,STATE OF COLORADO,Government - State,851 E 5TH ST,RIFLE,CO,81650,9706250842,62.9,4.115,32.4,0,,96,62.9 residents × 4.115 nursing hours/resident/day ÷ 8h = 32.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,075243,"PIERCE MEMORIAL BAPTIST HOME, INC.",PIERCE MEMORIAL BAPTIST HOME INC.,Non profit - Corporation,44 CANTERBURY ROAD,BROOKLYN,CT,06234,8607749050,63.7,4.106,32.7,0,,96,63.7 residents × 4.106 nursing hours/resident/day ÷ 8h = 32.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,075356,NOTRE DAME HEALTH AND REHABILITATION CENTER,NOTRE DAME CONVALESCENT HOME INC,Non profit - Corporation,76 WEST ROCKS ROAD,NORWALK,CT,06851,2038475893,56.3,4.156,29.2,0,,96,56.3 residents × 4.156 nursing hours/resident/day ÷ 8h = 29.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,115449,HART CARE CENTER,HART CARE CENTER INC,For profit - Corporation,261 FAIRVIEW AVENUE,HARTWELL,GA,30643,7063767121,60.1,3.773,28.3,0,,96,60.1 residents × 3.773 nursing hours/resident/day ÷ 8h = 28.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,115613,GIBSON HEALTH OPCO LLC,GIBSON HEALTH OPCO LLC,For profit - Limited Liability company,434 BEALL SPRINGS ROAD,GIBSON,GA,30810,7065983201,66.1,3.258,26.9,0,,96,66.1 residents × 3.258 nursing hours/resident/day ÷ 8h = 26.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
