licenseNumber,businessName,businessType,address,city,state,zip,county,phone,issueDate,expirationDate,classifications,workersCompCoverageType,workersCompInsuranceCompany,workersCompPolicyExpiration,sourceFiles
719709,MULTI POWER,Sole Owner,4281 W SHIELDS AVENUE,FRESNO,CA,93722,Fresno,(559) 790 1603,03/05/1996,03/31/2028,B | C10 | C46,Workers' Compensation Insurance,AMERICAN CASUALTY COMPANY OF READING PA,12/18/2026,CSLBSearchData_163342171.xlsx
1155461,MYCROGRID INCORPORATED,Corporation,41-555 COOK ST,PALM DESERT,CA,92211,Riverside,(760) 568 3413,05/19/2026,05/31/2028,B | C10 | C39 | C46,Workers' Compensation Insurance,STARNET INSURANCE COMPANY,05/13/2027,CSLBSearchData_163505900.xlsx
1009790,MYNT SYSTEMS INC,Corporation,111 MISSION STREET,SANTA CRUZ,CA,95060,Santa Cruz,(408) 426 5420,12/17/2015,12/31/2027,B | C10 | C46,Workers' Compensation Insurance,NATIONAL CASUALTY COMPANY,12/22/2026,CSLBSearchData_163528025.xlsx
761659,N V HEATHORN CO,Corporation,1980 OLIVERA RD STE C,CONCORD,CA,94520,Contra Costa,(510) 569 9100,04/15/1999,04/30/2027,A | B | C-2 | C-4 | C-7 | C10 | C16 | C20 | C21 | C34 | C36 | C38 | C39 | C42 | C43 | C46,Workers' Compensation Insurance,TRAVELERS PROPERTY CASUALTY COMPANY OF AMERICA,10/01/2026,CSLBSearchData_163342171.xlsx
517533,NATIONAL CONSTRUCTION COMPANY INC,Corporation,P O BOX 1472,EL CERRITO,CA,94530,Contra Costa,(510) 812 8292,09/11/1987,09/30/2026,B | C10 | C20 | C36 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,11/25/2026,CSLBSearchData_163342171.xlsx
420919,NAYLOR MARK SOLAR SPECIALISTS,Sole Owner,7930 ARJONS DR SUITE C,SAN DIEGO,CA,92126,San Diego,(858) 695 9465,04/14/1982,04/30/2028,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/01/2027,CSLBSearchData_163505900.xlsx
1029842,NC SOLAR CONSTRUCTION INC,Corporation,6103 NORTHLAND RD,MANTECA,CA,95336,San Joaquin,(209) 340 9496,08/08/2017,08/31/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,07/17/2027,CSLBSearchData_163505900.xlsx
779970,ND CONSTRUCTION COMPANY INC,Corporation,100 W BROADWAY SUITE 3000,LONG BEACH,CA,90802,Los Angeles,(562) 246 6190,06/07/2000,06/30/2028,A | B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/01/2027,CSLBSearchData_163412289.xlsx
1076614,NEIGHBORHOOD SOLAR LLC,Limited Liability,30371 SENELA PL,TEMECULA,CA,92592,Riverside,(619) 333 0706,06/07/2021,06/30/2027,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/10/2027,CSLBSearchData_163505900.xlsx
1053851,NEOSUN,Corporation,135 N VICTORY BLVD SUITE 5,BURBANK,CA,91506,Los Angeles,(818) 296 8183,05/22/2019,05/31/2027,B | C10 | C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),08/17/2027,CSLBSearchData_163412289.xlsx
812958,NEW DAY SOLAR,Corporation,30770 WEALTH ST,MURRIETA,CA,92563,Riverside,(855) 444 6329,09/24/2002,09/30/2027,C10 | C46,Workers' Compensation Insurance,BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPANY,09/01/2026,CSLBSearchData_163505900.xlsx
775687,NEXT LEVEL HOME PERFORMANCE,Corporation,5909 CERRITO DR,DIAMOND SPRINGS,CA,95619,El Dorado,(916) 851 9999,03/01/2000,06/30/2027,B | C10 | C17 | C20 | C27 | C46 | C53,Workers' Compensation Insurance,MIDWEST EMPLOYERS CASUALTY COMPANY,11/01/2026,CSLBSearchData_163342171.xlsx
1089797,NEXT WAVE ENERGY MONITORING INC,Corporation,1946 KELLOGG AVE,CARLSBAD,CA,92008,San Diego,(800) 644 0839,04/11/2022,04/30/2028,C10 | C46,Workers' Compensation Insurance,INSURANCE COMPANY OF THE WEST,05/18/2027,CSLBSearchData_163505900.xlsx
997733,NGUYEN T A CONSTRUCTION INC,Corporation,3060 INDUSTRY STREET STE 105,OCEANSIDE,CA,92054,San Diego,(619) 508 5207,10/18/2014,01/31/2028,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,10/01/2026,CSLBSearchData_163505900.xlsx
975779,NIPPON ENERGY INC,Corporation,28365 LA CALETA,MISSION VIEJO,CA,92692,Orange,(888) 273 0031,08/14/2012,08/31/2028,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/06/2027,CSLBSearchData_163444973.xlsx
649300,NORTH COAST SOLAR,Corporation,1468 FUNSTON DRIVE,SANTA ROSA,CA,95407,Sonoma,(707) 575 3999,07/07/1992,07/31/2028,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/09/2027,CSLBSearchData_163528025.xlsx
498434,NORTH COAST WATERWORKS INC,Corporation,7686 BELL RD,WINDSOR,CA,95492,Sonoma,(707) 578 3411,09/17/1986,09/30/2026,B | C46 | C55,Workers' Compensation Insurance,EMPLOYERS MUTUAL CASUALTY COMPANY,07/28/2027,CSLBSearchData_163528025.xlsx
1006316,NORTHSTAR SOLAR INC,Corporation,822 HARTZ WAY STE 240,DANVILLE,CA,94526,Contra Costa,(925) 400 7479,08/12/2015,01/31/2027,B | C33 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/11/2027,CSLBSearchData_163342171.xlsx
963509,NPI CONCRETE,Corporation,15439 MONTE ST,SYLMAR,CA,91342,Los Angeles,(818) 367 9340,07/21/2011,06/30/2028,A | B | C-8 | C46 | C53,Workers' Compensation Insurance,ROCHDALE INSURANCE COMPANY,01/17/2027,CSLBSearchData_163412289.xlsx
1038061,OASIS AIR AND SOLAR,Corporation,1000 E TRUXTUN AVE STE A,BAKERSFIELD,CA,93305,Kern,(661) 322 2665,04/12/2018,04/30/2028,C-2 | C20 | C36 | C38 | C46,Workers' Compensation Insurance,OAK RIVER INSURANCE COMPANY,10/01/2026,CSLBSearchData_163412289.xlsx
981865,OCAL,Corporation,P O BOX 7445,SANTA ROSA,CA,95407,Sonoma,(707) 388 2001,03/09/2013,09/30/2026,B | C10 | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,11/22/2026,CSLBSearchData_163528025.xlsx
591549,OCCIDENTAL POWER SOLAR & COGEN,Corporation,5982 MISSION STREET,SAN FRANCISCO,CA,94112,San Francisco,(415) 681 8861,03/30/1990,06/30/2027,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/01/2027,CSLBSearchData_163505900.xlsx
1123087,OFF GRID SOLAR SOLUTIONS INC,Corporation,14291 FARAWAY PL,VALLEY CENTER,CA,92082,San Diego,(760) 604 7437,07/01/2024,07/31/2028,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,03/17/2027,CSLBSearchData_163505900.xlsx
1069206,OHM SOLAR SOLUTIONS,Corporation,1300 NORD AVE,CHICO,CA,95928,Butte,(530) 433 4609,09/25/2020,09/30/2028,C10 | C46,Workers' Compensation Insurance,CAROLINA CASUALTY INSURANCE COMPANY,10/21/2026,CSLBSearchData_163342171.xlsx
1128661,ON POINT COMMERCIAL SOLAR INC,Corporation,26074 AVENUE HALL UNIT 4,VALENCIA,CA,91355,Los Angeles,(661) 261 0600,11/04/2024,11/30/2026,B | C10 | C46,Workers' Compensation Insurance,CAROLINA CASUALTY INSURANCE COMPANY,10/15/2026,CSLBSearchData_163412289.xlsx
1096220,ONESUN LLC,Limited Liability,4545 WORTSER AVE,STUDIO CITY,CA,91604,Los Angeles,(818) 439 5714,09/07/2022,09/30/2028,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,02/17/2027,CSLBSearchData_163412289.xlsx
1142716,OPTERRA ENERGY SERVICES LLC,Limited Liability,35 NORTH LAKE AVE #980,PASADENA,CA,91101,Los Angeles,(626) 377 9038,08/27/2025,08/31/2027,A | B | C10 | C46,Workers' Compensation Insurance,ZURICH AMERICAN INSURANCE COMPANY,06/12/2027,CSLBSearchData_163412289.xlsx
1024381,OPTIMUM SOLAR POWER INC,Corporation,10000 INDIANA AVE STE #2,RIVERSIDE,CA,92503,Riverside,(951) 290 0446,03/07/2017,01/31/2028,A | C10 | C46,Workers' Compensation Insurance,EMPLOYERS ASSURANCE COMPANY,07/27/2027,CSLBSearchData_163505900.xlsx
985340,OPTION ONE SOLAR,Corporation,13581 JOHN GLENN ROAD STE A,APPLE VALLEY,CA,92308,San Bernardino,(760) 646 8444,07/22/2013,07/31/2027,C10 | C46,Workers' Compensation Insurance,A I U INSURANCE COMPANY,06/01/2027,CSLBSearchData_163505900.xlsx
801858,OPUS PACIFIC DEVELOPMENT INC,Corporation,30 LAUREL HILL COURT,SAN MATEO,CA,94402,San Mateo,(650) 788 5368,12/06/2001,07/31/2027,A | B | C-7 | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,11/25/2026,CSLBSearchData_163528025.xlsx
861315,OR - 5 GENERAL CONTRACTOR CORP,Corporation,23349 CANZONET STREET,WOODLAND HILLS,CA,91367,Los Angeles,(818) 468 3833,07/12/2005,05/31/2027,B | C15 | C20 | C46 | D06 | D38,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,06/08/2027,CSLBSearchData_163412289.xlsx
522475,P S I,Sole Owner,1747 COLGATE DRIVE,THOUSAND OAKS,CA,91360,Ventura,(818) 618 2333,01/07/1988,01/31/2028,C13 | C46 | D34,Workers' Compensation Insurance,INSURANCE COMPANY OF THE WEST,01/01/2027,CSLBSearchData_163547774.xlsx
853463,PAB SOLAR AND AIR INC,Corporation,2519 HEBRON AVENUE,SAN JOSE,CA,95121,Santa Clara,(408) 876 0705,01/22/2005,04/30/2028,C20 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,02/24/2027,CSLBSearchData_163528025.xlsx
544777,PACE SETTER PLUMBING CORPORATION,Corporation,44231 DIVISION ST_STE A,LANCASTER,CA,93535,Los Angeles,(661) 948 2448,10/18/1988,10/31/2026,A | ASB | B | C-2 | C-4 | C21 | C34 | C36 | C42 | C46 | C55 | HAZ,Workers' Compensation Insurance,WESCO INSURANCE COMPANY,07/01/2027,CSLBSearchData_163412289.xlsx
917409,PACIFIC BLUE SOLAR INC,Corporation,26915 1/2 FURNIVALL AVE,CANYON COUNTRY,CA,91351,Los Angeles,(661) 259 1004,06/11/2008,06/30/2028,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/01/2027,CSLBSearchData_163412289.xlsx
660149,PACIFIC LANDMARK INT.,Corporation,415 N TERMINAL ST,SANTA ANA,CA,92701,Orange,(714) 973 8060,12/03/1992,05/31/2028,B | C-6 | C15 | C36 | C46 | C54,Workers' Compensation Insurance,INSURANCE COMPANY OF THE WEST,11/18/2026,CSLBSearchData_163444973.xlsx
812149,PACIFIC SOLAR,Corporation,228 N FAIRFAX AVE SUITE 101,CLOVIS,CA,93612,Fresno,(559) 251 5592,08/30/2002,08/31/2026,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/01/2027,CSLBSearchData_163342171.xlsx
1004379,PACIFICSKY SOLAR LLC,Limited Liability,20640 BAHAMA ST UNIT B,CHATSWORTH,CA,91311,Los Angeles,(818) 223 8344,06/11/2015,06/30/2027,C10 | C46,Workers' Compensation Insurance,CAROLINA CASUALTY INSURANCE COMPANY,04/15/2027,CSLBSearchData_163412289.xlsx
1035963,PANEL THE PLANET,Corporation,25565 PALERMO WAY,YORBA LINDA,CA,92887,Orange,(424) 256 6912,02/15/2018,02/29/2028,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,12/29/2026,CSLBSearchData_163444973.xlsx
1025115,PARAGONSUN,Corporation,7545 IRVINE CENTER DR #200,IRVINE,CA,92618,Orange,(858) 386 0463,03/23/2017,03/31/2027,B | C10 | C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),05/02/2027,CSLBSearchData_163444973.xlsx
1014673,PARTICIPANT ENERGY CALIFORNIA INC,Corporation,1791 SOLANO AVE,BERKELEY,CA,94707,Alameda,(310) 646 1202,05/27/2016,05/31/2028,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,02/05/2027,CSLBSearchData_163342171.xlsx
1131853,PELICAN CONSTRUCTION & ENERGY INC,Corporation,745 VISTA GRANDE WAY #315,OCEANSIDE,CA,92057,San Diego,(760) 571 3733,01/17/2025,01/31/2027,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,10/15/2026,CSLBSearchData_163505900.xlsx
798375,PENNIES A/C - SOLAR & CONSTRUCTION,Sole Owner,2851 WEST AVENUE L #215,LANCASTER,CA,93536,Los Angeles,(661) 951 3634,08/15/2001,08/31/2027,B | C20 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,10/05/2026,CSLBSearchData_163412289.xlsx
789106,PERFORMANCE SOLAR INC,Corporation,480 CORPORATE DRIVE,ESCONDIDO,CA,92029,San Diego,(760) 594 0810,12/26/2000,12/31/2026,C46,Workers' Compensation Insurance,CAROLINA CASUALTY INSURANCE COMPANY,01/01/2027,CSLBSearchData_163505900.xlsx
988549,PERRYBUILT CONSTRUCTION INC,Corporation,P O BOX 125,SOQUEL,CA,95073,Santa Cruz,(831) 359 6891,11/19/2013,11/30/2027,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,12/29/2026,CSLBSearchData_163528025.xlsx
981354,PHOENIX ENERGY SOLUTIONS INC,Corporation,4962 ROCKING HORSE LN,SHINGLE SPRINGS,CA,95682,El Dorado,(916) 716 5650,02/26/2013,02/28/2027,B | C10 | C20 | C46,Workers' Compensation Insurance,CAROLINA CASUALTY INSURANCE COMPANY,05/24/2027,CSLBSearchData_163342171.xlsx
997464,PHOTOVOLTAICS CALIFORNIA,Corporation,22588 BYRON STREET,HAYWARD,CA,94541,Alameda,(510) 610 9590,10/08/2014,05/31/2027,C10 | C46,Workers' Compensation Insurance,ZURICH AMERICAN INSURANCE COMPANY,10/01/2026,CSLBSearchData_163342171.xlsx
1135215,PLACER SOLAR SOLUTIONS INC,Corporation,"2264 SIERRA MEADOWS DRIVE UNIT,B",ROCKLIN,CA,95677,Placer,(279) 244 7598,04/02/2025,04/30/2027,C10 | C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),03/20/2027,CSLBSearchData_163505900.xlsx
938313,PLANET SOLAR INCORPORATED,Corporation,117 N SUNNYSIDE AVE,CLOVIS,CA,93611,Fresno,(559) 228 9245,09/29/2009,07/31/2028,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,07/01/2027,CSLBSearchData_163342171.xlsx
879366,POCO SOLAR ENERGY INC,Corporation,3345 KELLER STREET,SANTA CLARA,CA,95054,Santa Clara,(408) 970 0680,06/13/2006,06/30/2028,B | C46,Workers' Compensation Insurance,EVEREST PREMIER INSURANCE COMPANY,04/01/2027,CSLBSearchData_163528025.xlsx
978758,POWERAID,Corporation,1715 E WILSHIRE AVE 715,SANTA ANA,CA,92705,Orange,(949) 309 8572,11/16/2012,11/30/2026,C10 | C46,Workers' Compensation Insurance,REPUBLIC INDEMNITY COMPANY OF AMERICA,08/27/2026,CSLBSearchData_163444973.xlsx
1113642,POWERTREE SERVICES INC,Corporation,"360 LANGTON ST,SUITE A",SAN FRANCISCO,CA,94103,San Francisco,(415) 235 5094,12/07/2023,12/31/2027,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,02/01/2027,CSLBSearchData_163505900.xlsx
924885,"PR PLUMBING,HEATING AND AIR CONDITIONING INC",Corporation,P O BOX 2010,CLOVIS,CA,93613,Fresno,(559) 244 0440,11/14/2008,11/30/2026,B | C-2 | C20 | C36 | C46,Workers' Compensation Insurance,TRAVELERS PROPERTY CASUALTY COMPANY OF AMERICA,04/18/2027,CSLBSearchData_163342171.xlsx
428900,PRECISE AIR SYSTEMS INC,Corporation,P O BOX 39609,LOS ANGELES,CA,90039,Los Angeles,(818) 240 1737,10/06/1982,10/31/2026,C10 | C20 | C46,Workers' Compensation Insurance,PACIFIC COMPENSATION INSURANCE COMPANY,03/02/2027,CSLBSearchData_163412289.xlsx
534116,PRECISION ELECTRIC CO,Corporation,8137 WINTER GARDENS BLVD,LAKESIDE,CA,92040,San Diego,(619) 390 2991,07/07/1988,07/31/2028,A | B | C-7 | C10 | C46,Workers' Compensation Insurance,ZURICH AMERICAN INSURANCE COMPANY,07/01/2027,CSLBSearchData_163505900.xlsx
950065,PRECISION ELECTRIC SOLAR,Corporation,8137 WINTER GARDENS BLVD,LAKESIDE,CA,92040,San Diego,(619) 390 2991,07/16/2010,07/31/2028,A | B | C-7 | C10 | C46,Workers' Compensation Insurance,ZURICH AMERICAN INSURANCE COMPANY,07/01/2027,CSLBSearchData_163505900.xlsx
967732,PRIDE INDUSTRIES ONE INC,Corporation,PO BOX 1200,ROCKLIN,CA,95747,Placer,(800) 550 6005,11/16/2011,11/30/2027,A | B | C-4 | C-7 | C10 | C16 | C20 | C27 | C36 | C38 | C43 | C46,Workers' Compensation Insurance,HARTFORD CASUALTY INSURANCE COMPANY,07/01/2027,CSLBSearchData_163505900.xlsx
992887,PRIME ENC INC,Corporation,2629 W WOODLAND DR,ANAHEIM,CA,92801,Orange,(714) 502 4843,05/14/2014,05/31/2028,B | C20 | C36 | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,09/10/2026,CSLBSearchData_163444973.xlsx
1126479,PRISTINE SOLAR & ELECTRIC INC,Corporation,MM P O BOX 145,HANFORD,CA,93232,Kings,(559) 442 9233,09/16/2024,08/31/2027,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/10/2027,CSLBSearchData_163412289.xlsx
498775,PRO - AIR INC,Corporation,P O BOX 2106,CITRUS HEIGHTS,CA,95611,Sacramento,(916) 722 8300,09/25/1986,05/31/2027,B | C20 | C46,Workers' Compensation Insurance,HARTFORD CASUALTY INSURANCE COMPANY,06/24/2027,CSLBSearchData_163505900.xlsx
1107275,PSG ROOFING,Limited Liability,825 DICKSON STREET,MARINA DEL REY,CA,90292,Los Angeles,(424) 353 9997,07/14/2023,07/31/2027,C10 | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,03/12/2027,CSLBSearchData_163412289.xlsx
808734,PURE POWER SOLUTIONS,Corporation,1083 VINE ST #279,HEALDSBURG,CA,95448,Sonoma,(707) 433 6556,05/30/2002,09/30/2027,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,03/25/2027,CSLBSearchData_163528025.xlsx
963602,PURE PWR POOL SERVICE,Corporation,1317 SIMPSON WAY STE L,ESCONDIDO,CA,92029,San Diego,(760) 805 4135,07/25/2011,07/31/2027,C46 | D35,Workers' Compensation Insurance,MIDWEST EMPLOYERS CASUALTY COMPANY,08/02/2026,CSLBSearchData_163505900.xlsx
939143,PURE SOLAR POWER,Sole Owner,147 COOP COURT,ENCINITAS,CA,92024,San Diego,(760) 840 9984,10/23/2009,10/31/2027,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,11/07/2026,CSLBSearchData_163505900.xlsx
1149696,PV PLUS LLC,Limited Liability,15123 E COLLIER RD #2,ACAMPO,CA,95220,San Joaquin,(833) 378 7587,01/29/2026,01/31/2028,C10 | C46,Workers' Compensation Insurance,EMPLOYERS COMPENSATION INSURANCE COMPANY,09/29/2026,CSLBSearchData_163505900.xlsx
939078,PYCEM INC,Corporation,3065 BEYER BLVD STE B103,SAN DIEGO,CA,92154,San Diego,(619) 271 0110,10/22/2009,10/31/2026,C-7 | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/11/2027,CSLBSearchData_163505900.xlsx
1090641,QCELLS FOR NEW HOMES,Corporation,300 SPECTRUM CENTER DR #500,IRVINE,CA,92618,Orange,(760) 578 7215,04/25/2022,04/30/2028,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/08/2027,CSLBSearchData_163444973.xlsx
1144551,QMR INC,Corporation,1981 LIME AVE,MC KINLEYVILLE,CA,95519,Humboldt,(707) 481 7279,10/03/2025,10/31/2027,B | C10 | C46,Workers' Compensation Insurance,CONTINENTAL CASUALTY COMPANY,11/06/2026,CSLBSearchData_163412289.xlsx
959548,QUALITY HOME RENOVATORS INC,Corporation,5225 QUAKERTOWN AVE,WOODLAND HILLS,CA,91364,Los Angeles,(888) 916 9955,04/05/2011,04/30/2027,B | C17 | C33 | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,11/14/2026,CSLBSearchData_163412289.xlsx
954020,QUATTRO SOLAR INC,Corporation,25 HAMILTON DRIVE SUITE K,NOVATO,CA,94949,Marin,(415) 312 2661,10/29/2010,09/30/2028,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,07/09/2027,CSLBSearchData_163444973.xlsx
951053,R B H CONSTRUCTION INC,Corporation,2795 E BIDWELL STREET #100-190,FOLSOM,CA,95630,Sacramento,(916) 835 8642,08/11/2010,08/31/2028,A | B | C46 | HAZ,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,09/18/2027,CSLBSearchData_163505900.xlsx
1055446,R C SOLAR,Sole Owner,5341 SIERRA VISTA AVE,RIVERSIDE,CA,92505,Riverside,(951) 858 0602,07/02/2019,07/31/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,03/25/2027,CSLBSearchData_163505900.xlsx
503251,R T MAHER CONSTRUCTION,Sole Owner,3185 STRETCH ROAD,MERCED,CA,95340,Merced,(209) 384 1227,12/24/1986,11/30/2027,B | C10 | C46,Workers' Compensation Insurance,STAR INSURANCE COMPANY,01/01/2027,CSLBSearchData_163444973.xlsx
958638,R&R HORN CONTRACTORS INC,Corporation,P O BOX 6697,CHICO,CA,95927,Butte,(530) 342 8655,03/10/2011,03/31/2027,A | B | C13 | C46 | HAZ,Workers' Compensation Insurance,TRAVELERS PROPERTY CASUALTY COMPANY OF AMERICA,10/01/2026,CSLBSearchData_163342171.xlsx
1007610,RADIANT SOLAR TECHNOLOGY INC,Corporation,355 LUNZLER RANCH ROAD SUITE N,UKIAH,CA,95482,Mendocino,(707) 485 8359,09/23/2015,09/30/2027,B | C-4 | C10 | C36 | C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),03/29/2027,CSLBSearchData_163444973.xlsx
1107898,RANGER ROOFING AND SOLAR,Corporation,"34077 PACIFIC COAST HIGHWAY,GH",MALIBU,CA,90265,Los Angeles,(213) 444 1514,07/31/2023,01/31/2027,B | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/14/2027,CSLBSearchData_163412289.xlsx
967900,RBT ELECTRIC INC,Corporation,2108 N ST STE 6169,SACRAMENTO,CA,95816,Sacramento,(800) 661 5006,11/22/2011,11/30/2027,A | B | C10 | C20 | C46,Workers' Compensation Insurance,REPUBLIC INDEMNITY COMPANY OF AMERICA,08/14/2027,CSLBSearchData_163505900.xlsx
1050161,RE-GEN ELECTRIC INC,Corporation,2659 N FOWLER AVE,FRESNO,CA,93727,Fresno,(559) 412 2464,02/13/2019,03/31/2028,B | C10 | C46,Workers' Compensation Insurance,SENTINEL INSURANCE COMPANY LTD,09/01/2026,CSLBSearchData_163342171.xlsx
1144151,REDDING ROOFING & SOLAR,Corporation,3030 THORNTREE DR SUITE 2,CHICO,CA,95973,Butte,(530) 895 9071,09/26/2025,09/30/2027,C39 | C46,Workers' Compensation Insurance,NATIONAL CASUALTY COMPANY,09/01/2026,CSLBSearchData_163342171.xlsx
697406,REFRESHED HEATING & COOLING,Sole Owner,4070 NELSON AVE SUITE G,CONCORD,CA,94520,Contra Costa,(925) 755 4440,10/17/1994,09/30/2027,C20 | C46,Workers' Compensation Insurance,HARTFORD CASUALTY INSURANCE COMPANY,02/06/2027,CSLBSearchData_163342171.xlsx
616351,REINEKE BUILDING,Corporation,P O BOX 2207,GRANITE BAY,CA,95746,Placer,(916) 343 3805,03/24/1991,07/31/2027,B | C10 | C36 | C39 | C46 | C51,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/02/2027,CSLBSearchData_163505900.xlsx
944636,RENEWABLE SOLAR,Corporation,601 W GRANGEVILLE BLVD,HANFORD,CA,93220,Kings,(559) 410 8640,03/22/2010,11/30/2027,B | C10 | C46,Workers' Compensation Insurance,"NATIONAL UNION FIRE INSURANCE COMPANY OF PITTSBURGH, PA",03/01/2027,CSLBSearchData_163412289.xlsx
1083377,RENVO,Corporation,6326 MAIN AVE # 13,ORANGEVALE,CA,95662,Sacramento,(916) 900 6030,11/04/2021,11/30/2027,B | C10 | C46 | C54,Workers' Compensation Insurance,TECHNOLOGY INSURANCE COMPANY INC,11/21/2026,CSLBSearchData_163505900.xlsx
1068160,REVAMP SOLAR AND ROOFING LLC,Limited Liability,P O BOX 3,MAGALIA,CA,95954,Butte,(530) 282 2753,08/24/2020,03/31/2028,C10 | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/10/2027,CSLBSearchData_163342171.xlsx
1069078,REVAMP SOLAR CO,Corporation,216 E FOOTHILL BLVD,MONROVIA,CA,91016,Los Angeles,(323) 899 0507,09/23/2020,09/30/2028,B | C10 | C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),08/12/2027,CSLBSearchData_163412289.xlsx
387219,REVCO SOLAR ENGINEERING INC,Corporation,26631 CABOT RD STE B,LAGUNA HILLS,CA,92653,Orange,(949) 367 0740,02/14/1980,02/29/2028,B | C10 | C46,Workers' Compensation Insurance,MIDWEST EMPLOYERS CASUALTY COMPANY,01/01/2027,CSLBSearchData_163444973.xlsx
1106092,REVEL SOLAR ENERGY,Corporation,3943 IRVINE STE 2055,IRVINE,CA,92602,Orange,(949) 281 7171,06/16/2023,06/30/2027,B | C10 | C46,Workers' Compensation Insurance,TRAVELERS INDEMNITY COMPANY (THE),06/08/2027,CSLBSearchData_163444973.xlsx
1135603,REVOLVING POWER SOLAR,Corporation,4112 35TH AVE,SACRAMENTO,CA,95824,Sacramento,(916) 318 6527,04/08/2025,04/30/2027,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,12/10/2026,CSLBSearchData_163505900.xlsx
987150,RF SOLAR & GREEN ENERGY INC,Corporation,P O BOX 2402,WEST COVINA,CA,91793,Los Angeles,(949) 520 2313,09/23/2013,09/30/2027,B | C10 | C20 | C36 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/16/2027,CSLBSearchData_163412289.xlsx
702649,RICH AL C,Sole Owner,3301 ARYA WAY,CARMICHAEL,CA,95608,Sacramento,(916) 612 8418,02/14/1995,05/31/2027,C46,Workers' Compensation Insurance,BERKSHIRE HATHAWAY DIRECT INSURANCE COMPANY,05/25/2027,CSLBSearchData_163505900.xlsx
538702,RICK'S REFRIGERATION,Corporation,8615 LAUREL MIST COURT,GRANITE BAY,CA,95746,Placer,(916) 201 0808,08/19/1988,08/31/2028,C20 | C38 | C46,Workers' Compensation Insurance,AMERICAN CASUALTY COMPANY OF READING PA,02/04/2027,CSLBSearchData_163505900.xlsx
